district,consignerName,date,sourceType,consigneeName,challanNo,mineralName,mineralCategory,vehicleRegNo,destination,transportedDate,quantity,unit,checkStatus
AURANGABAD,"ADITYA MULTICOM PVT.LTD (-)- 031600118701",22-Jun-2019,Lessee,MS ADITYA MULTICOM PVT LTD,99391190622123434017,"SAND (YELLOW SAND (BALU GHAT)-No Size)",MINOR,BR26GA3634,"DAUDNAGAR,AURANGABAD","22 Jun 2019",18.000,MT,DESPATCHED
